study_id,hypothesis_id,seed,series,x,value
3,H22,3000,5|2_block_advance,5,4.0
3,H22,3000,5|2_recovery_s,5,23.2365665435791
3,H22,3000,5|2_operator_restart_required,5,0.0
3,H22,3000,conflict,5,0.0
3,H22,3000,5|2_block_advance,15,3.0
3,H22,3000,5|2_recovery_s,15,21.16502547264099
3,H22,3000,5|2_operator_restart_required,15,0.0
3,H22,3000,conflict,15,0.0
3,H22,3000,5|2_block_advance,30,9.0
3,H22,3000,5|2_recovery_s,30,18.54368805885315
3,H22,3000,5|2_operator_restart_required,30,0.0
3,H22,3000,conflict,30,0.0
3,H22,3000,5|2_block_advance,60,14.0
3,H22,3000,5|2_recovery_s,60,22.42056465148925
3,H22,3000,5|2_operator_restart_required,60,0.0
3,H22,3000,conflict,60,0.0
3,H22,3000,4|3_block_advance,5,3.0
3,H22,3000,4|3_recovery_s,5,80.36872911453247
3,H22,3000,4|3_operator_restart_required,5,1.0
3,H22,3000,conflict,5,0.0
3,H22,3000,4|3_block_advance,15,3.0
3,H22,3000,4|3_recovery_s,15,82.14736604690552
3,H22,3000,4|3_operator_restart_required,15,1.0
3,H22,3000,conflict,15,0.0
3,H22,3000,4|3_block_advance,30,3.0
3,H22,3000,4|3_recovery_s,30,79.1275999546051
3,H22,3000,4|3_operator_restart_required,30,1.0
3,H22,3000,conflict,30,0.0
3,H22,3000,4|3_block_advance,60,2.0
3,H22,3000,4|3_recovery_s,60,85.0087821483612
3,H22,3000,4|3_operator_restart_required,60,1.0
3,H22,3000,conflict,60,0.0
3,H22,3001,5|2_block_advance,5,2.0
3,H22,3001,5|2_recovery_s,5,34.439390659332275
3,H22,3001,5|2_operator_restart_required,5,0.0
3,H22,3001,conflict,5,0.0
3,H22,3001,5|2_block_advance,15,5.0
3,H22,3001,5|2_recovery_s,15,29.53125500679016
3,H22,3001,5|2_operator_restart_required,15,0.0
3,H22,3001,conflict,15,0.0
3,H22,3001,5|2_block_advance,30,9.0
3,H22,3001,5|2_recovery_s,30,18.892099142074585
3,H22,3001,5|2_operator_restart_required,30,0.0
3,H22,3001,conflict,30,0.0
3,H22,3001,5|2_block_advance,60,16.0
3,H22,3001,5|2_recovery_s,60,32.553353786468506
3,H22,3001,5|2_operator_restart_required,60,0.0
3,H22,3001,conflict,60,0.0
3,H22,3001,4|3_block_advance,5,1.0
3,H22,3001,4|3_recovery_s,5,71.49271559715271
3,H22,3001,4|3_operator_restart_required,5,1.0
3,H22,3001,conflict,5,0.0
3,H22,3001,4|3_block_advance,15,3.0
3,H22,3001,4|3_recovery_s,15,86.02475905418396
3,H22,3001,4|3_operator_restart_required,15,1.0
3,H22,3001,conflict,15,0.0
3,H22,3001,4|3_block_advance,30,4.0
3,H22,3001,4|3_recovery_s,30,75.6326539516449
3,H22,3001,4|3_operator_restart_required,30,1.0
3,H22,3001,conflict,30,0.0
3,H22,3001,4|3_block_advance,60,3.0
3,H22,3001,4|3_recovery_s,60,82.11445617675781
3,H22,3001,4|3_operator_restart_required,60,1.0
3,H22,3001,conflict,60,0.0
3,H22,3002,5|2_block_advance,5,2.0
3,H22,3002,5|2_recovery_s,5,34.99394345283508
3,H22,3002,5|2_operator_restart_required,5,0.0
3,H22,3002,conflict,5,0.0
3,H22,3002,5|2_block_advance,15,7.0
3,H22,3002,5|2_recovery_s,15,34.48089909553528
3,H22,3002,5|2_operator_restart_required,15,0.0
3,H22,3002,conflict,15,0.0
3,H22,3002,5|2_block_advance,30,11.0
3,H22,3002,5|2_recovery_s,30,89.74888634681702
3,H22,3002,5|2_operator_restart_required,30,0.0
3,H22,3002,conflict,30,0.0
3,H22,3002,5|2_block_advance,60,16.0
3,H22,3002,5|2_recovery_s,60,45.80469226837158
3,H22,3002,5|2_operator_restart_required,60,0.0
3,H22,3002,conflict,60,0.0
3,H22,3002,4|3_block_advance,5,3.0
3,H22,3002,4|3_recovery_s,5,100.3608739376068
3,H22,3002,4|3_operator_restart_required,5,1.0
3,H22,3002,conflict,5,0.0
3,H22,3002,4|3_block_advance,15,2.0
3,H22,3002,4|3_recovery_s,15,88.60508489608765
3,H22,3002,4|3_operator_restart_required,15,1.0
3,H22,3002,conflict,15,0.0
3,H22,3002,4|3_block_advance,30,4.0
3,H22,3002,4|3_recovery_s,30,87.27818489074707
3,H22,3002,4|3_operator_restart_required,30,1.0
3,H22,3002,conflict,30,0.0
3,H22,3002,4|3_block_advance,60,3.0
3,H22,3002,4|3_recovery_s,60,83.03204894065857
3,H22,3002,4|3_operator_restart_required,60,1.0
3,H22,3002,conflict,60,0.0
3,H22,3003,5|2_block_advance,5,4.0
3,H22,3003,5|2_recovery_s,5,21.53466749191284
3,H22,3003,5|2_operator_restart_required,5,0.0
3,H22,3003,conflict,5,0.0
3,H22,3003,5|2_block_advance,15,6.0
3,H22,3003,5|2_recovery_s,15,46.44942140579224
3,H22,3003,5|2_operator_restart_required,15,0.0
3,H22,3003,conflict,15,0.0
3,H22,3003,5|2_block_advance,30,9.0
3,H22,3003,5|2_recovery_s,30,19.6843318939209
3,H22,3003,5|2_operator_restart_required,30,0.0
3,H22,3003,conflict,30,0.0
3,H22,3003,5|2_block_advance,60,15.0
3,H22,3003,5|2_recovery_s,60,29.782220125198364
